analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
NA,NA,10.52,14.76,NA,6.83,NA,NA,7,3,0.12,0.4,41.7,0.17,0.02,NA,12.5,1.26,3.68,37.46,2.42,0.98,45.8,NA,NA,12.77,9.31,0.04,4.24,NA,71.28,NA,+ 83,22.08,NA,NA,5.5,,,10YR 4/4,10YR 5/4,Nódulos ,extremadamente duro,firme,adhesivo,plástico,bloques angulares,gruesos,moderado,"Grietas finas. Poros comunes, finos, vesicular.",2C,Húmedo,27899,,,"Masas no cementadas de manganeso escasas, finas, marcadas.",6283,CFI 1889,NA,90,Toropí-Yupoí,modal,2015-04-14,"La vegetación natural está compuesta de un pajonal de paja coloradas (Andropogon lateralis), praderas de Paspalum sp. y otras especies de pastos cortos.",En el cuarto horizonte las raíces son escasas y muy finas. En el tercer horizonte en el techo se observa la reacción del dipiridil.,true,NA,NA,"En el Establecimiento de la propiedad del Señor Víctor Siloni, a 100 m al Oeste del casco y a 100 m al Este del camino vecinal. Departamento Monte Caseros - Corrientes.",NA,NA,NA,-30.311694,-57.655306,NA,NA,NA,"fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Don Víctor,NA,NA,Corrientes,NA,"Epiacualfes vérticos, arcillosa fina",NA,NA,clase 0,ganadero-agrícola,normal,moderadamente lenta,medio,1 - 3%,clase 4,clase 2,loma,NA,NA,83,,arcillo arenoso
NA,25.7,26,26.5,NA,6.7,NA,NA,20.1,3.3,0.4,2.2,28,1.07,0.11,NA,71,0.4,0.4,0.2,NA,NA,NA,NA,0,NA,NA,NA,0.5,NA,98,NA,5-19,NA,10,NA,NA,hm x f,NA,10YR 4/1,10YR 6/2,FeMn ´ f,muy duro,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,muy lixiviado,A2,S,7089,claro,suave,c f p FeMn,1668,ER3-29C,20,30,Limos calcáreos,modal,1972-03-23,"Monte ralo de Tritrinax, quebracho blanco, espinillo, pastura pobre y mala",NA,true,w,NA,"Ea. San Diego de Aguarone, 24 km al SO-SSO de Feliciano. Dpto. Feliciano",190,3160-12,8,-30.582904,-58.865303,Altillanuras sin red de drenaje definidas,planos altos a muy suavemente ondulados,Bs,"seco, fresco",no uniforme,nula,hídrica,NA,grado 0,Grecco,Gr,NA,Entre Ríos,NA,Ocracualfe vértico,NA,NA,clase 0,ganadero,normal,lenta,estancado,0 - 1%,clase 3,clase 2,loma,NA,25,0,2,franco limoso
NA,46,NA,42.8,NA,7.8,NA,NA,NA,NA,0.5,4.3,47,1.03,0.1,NA,52.5,0.1,0.2,0.2,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,30-40,NA,11,NA,NA,hm x f ,NA,10YR 3/1,,Ca x ´ f micro; FeMn x f 2 mm,muy duro,firme,ligeramente adhesivo,plástico,prismas compuestos irregulares,medios,débil,lixiviación por las caras y grietas,B21ca,S/F,7090,gradual,suave,c f p FeMn,1668,ER3-29C,20,30,Limos calcáreos,modal,1972-03-23,"Monte ralo de Tritrinax, quebracho blanco, espinillo, pastura pobre y mala",NA,true,w,NA,"Ea. San Diego de Aguarone, 24 km al SO-SSO de Feliciano. Dpto. Feliciano",190,3160-12,8,-30.582904,-58.865303,Altillanuras sin red de drenaje definidas,planos altos a muy suavemente ondulados,Bs,"seco, fresco",no uniforme,nula,hídrica,NA,grado 0,Grecco,Gr,NA,Entre Ríos,NA,Ocracualfe vértico,NA,NA,clase 0,ganadero,normal,lenta,estancado,0 - 1%,clase 3,clase 2,loma,NA,47,25,2,franco arcillo limoso
NA,45.9,NA,39.6,NA,7.7,NA,NA,NA,NA,0.7,4,46,0.52,0.06,NA,53.4,0.2,0.2,0.2,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,53-70,NA,9,NA,NA,hm x f,NA,10YR 3/1,,Ca xx f m 3 mm; FeMn x f 2 mm,muy duro,firme,adhesivo,plástico,bloques angulares,gruesos,moderado,yeso x ´ f,B22cacs,F,7091,gradual,suave,e f d FeMn,1668,ER3-29C,20,30,Limos calcáreos,modal,1972-03-23,"Monte ralo de Tritrinax, quebracho blanco, espinillo, pastura pobre y mala",NA,true,w,NA,"Ea. San Diego de Aguarone, 24 km al SO-SSO de Feliciano. Dpto. Feliciano",190,3160-12,8,-30.582904,-58.865303,Altillanuras sin red de drenaje definidas,planos altos a muy suavemente ondulados,Bs,"seco, fresco",no uniforme,nula,hídrica,NA,grado 0,Grecco,Gr,NA,Entre Ríos,NA,Ocracualfe vértico,NA,NA,clase 0,ganadero,normal,lenta,estancado,0 - 1%,clase 3,clase 2,loma,NA,82,47,1,franco arcillo limoso
NA,46.3,NA,37.3,NA,8,NA,NA,NA,NA,0.6,3.7,44.5,0.32,0.05,NA,55,0.2,0.2,0.1,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,83-95,NA,7,NA,NA,Inherentes al material x finos,NA,10YR 4/2,,Ca xx m 5 mm; FeMn x f 2 mm,muy duro,firme,adhesivo,plástico,bloques angulares,gruesos,débil,slck x f; yeso x f ,B31ca,F,7092,difuso,suave,c f p FeMn,1668,ER3-29C,20,30,Limos calcáreos,modal,1972-03-23,"Monte ralo de Tritrinax, quebracho blanco, espinillo, pastura pobre y mala",NA,true,w,NA,"Ea. San Diego de Aguarone, 24 km al SO-SSO de Feliciano. Dpto. Feliciano",190,3160-12,8,-30.582904,-58.865303,Altillanuras sin red de drenaje definidas,planos altos a muy suavemente ondulados,Bs,"seco, fresco",no uniforme,nula,hídrica,NA,grado 0,Grecco,Gr,NA,Entre Ríos,NA,Ocracualfe vértico,NA,NA,clase 0,ganadero,normal,lenta,estancado,0 - 1%,clase 3,clase 2,loma,NA,110,82,1,franco arcillo limoso
NA,48.1,NA,35.5,NA,8.4,NA,NA,NA,NA,0.6,5,43,0.18,0.03,NA,56.1,0.3,0.3,0.3,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,118-130,NA,5,NA,NA,Inherentes al material x finos,NA,7.5YR 5/4,,Ca x f 2 cm,muy duro,firme,adhesivo,plástico,bloques angulares,gruesos,débil,,B32ca,F,7093,,,c f p FeMn,1668,ER3-29C,20,30,Limos calcáreos,modal,1972-03-23,"Monte ralo de Tritrinax, quebracho blanco, espinillo, pastura pobre y mala",NA,true,w,NA,"Ea. San Diego de Aguarone, 24 km al SO-SSO de Feliciano. Dpto. Feliciano",190,3160-12,8,-30.582904,-58.865303,Altillanuras sin red de drenaje definidas,planos altos a muy suavemente ondulados,Bs,"seco, fresco",no uniforme,nula,hídrica,NA,grado 0,Grecco,Gr,NA,Entre Ríos,NA,Ocracualfe vértico,NA,NA,clase 0,ganadero,normal,lenta,estancado,0 - 1%,clase 3,clase 2,loma,NA,130,110,NA,franco arcillo limoso
NA,NA,4.46,10.6,NA,4.8,4.31,NA,3.45,0.73,0.1,0.18,29.38,2.05,0.29,19.77,26.52,2.5,24.7,15.8,1,0.4,NA,NA,NA,NA,NA,NA,6.12,42.2,NA,NA,0-13,NA,7.1,NA,8.1,,NA,10YR 4/3,10YR 6.5/2,,NA,muy friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,débil,Larvas. Lombrices.,A11,Húmedo,31491,gradual,suave,NA,6956,C-5,NA,95,NA,no modal,1987-06-14,"Sabana arbolada de Algarrobo, Ñandubay, Sporobolus indicus, Ciperáceas, Paspalum ssp.","Nombre del perfil: Ñandubay o Rincón.
Los horizontes 6 y 7 con lentes de hierro manganeso.
Horizonte 6: Mezcla de materiales, matriz 10YR 3.5/1 y 10YR 6/4.
Horizonte 7: Mezcla de materiales, matriz 10YR 6/3 y 10YR 3.5/1.
A los 1.35 metros de profundidad hay concreciones de carbonatos de calcio (barrenado).",true,NA,NA,"Estancia Santa Victorina, Paraje Rincón del Yagurí, Potrero 7. A 3 kilómetros de la confluencia del Yagurí-Miriñay, y a 15 kilómetros al sur del Arroyo Yagurí. Primera Sección, Departamento Curuzú Cuatiá.",NA,NA,NA,-29.853163,-57.676298,Terraza alta,Sabana arbolada. Mesetiforme,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,grado 0,Ñandubay,NA,NA,Corrientes,NA,Ocracualfes vérticos,NA,NA,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 4,clase 2,loma,4.8,13,0,Abundantes,franco arcillo arenoso
NA,NA,5.36,10.6,NA,5.16,4.34,NA,3.96,0.36,0.11,0.93,22.96,1.29,0.14,27.72,31.34,5.1,27.4,12.3,0.7,0.2,NA,NA,NA,NA,NA,NA,5.27,50.4,NA,NA,13-24,NA,9.2,NA,8.1,,NA,10YR 3.5/3,10YR 5.5/2,,NA,friable,ligeramente adhesivo,plástico,bloques angulares,medios,débil,Larvas. Lombrices.,A12,Húmedo,31492,claro,suave,NA,6956,C-5,NA,95,NA,no modal,1987-06-14,"Sabana arbolada de Algarrobo, Ñandubay, Sporobolus indicus, Ciperáceas, Paspalum ssp.","Nombre del perfil: Ñandubay o Rincón.
Los horizontes 6 y 7 con lentes de hierro manganeso.
Horizonte 6: Mezcla de materiales, matriz 10YR 3.5/1 y 10YR 6/4.
Horizonte 7: Mezcla de materiales, matriz 10YR 6/3 y 10YR 3.5/1.
A los 1.35 metros de profundidad hay concreciones de carbonatos de calcio (barrenado).",true,NA,NA,"Estancia Santa Victorina, Paraje Rincón del Yagurí, Potrero 7. A 3 kilómetros de la confluencia del Yagurí-Miriñay, y a 15 kilómetros al sur del Arroyo Yagurí. Primera Sección, Departamento Curuzú Cuatiá.",NA,NA,NA,-29.853163,-57.676298,Terraza alta,Sabana arbolada. Mesetiforme,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,grado 0,Ñandubay,NA,NA,Corrientes,NA,Ocracualfes vérticos,NA,NA,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 4,clase 2,loma,5.1,24,13,Abundantes,franco
NA,NA,10.5,15.8,NA,5.42,4.21,NA,9.15,0.56,0.1,0.69,31.88,1.18,0.13,22,27.02,4.8,23.2,11.2,0.9,1,NA,NA,NA,NA,NA,NA,5.3,66.5,NA,NA,24-34,NA,9.1,NA,8.1,"clsk escasos, finos.",NA,10YR 3/2,10YR 5.5/2,,NA,friable,adhesivo,plástico,bloques angulares,medios,moderado,Gravillas,B1,Húmedo,31493,gradual,suave,NA,6956,C-5,NA,95,NA,no modal,1987-06-14,"Sabana arbolada de Algarrobo, Ñandubay, Sporobolus indicus, Ciperáceas, Paspalum ssp.","Nombre del perfil: Ñandubay o Rincón.
Los horizontes 6 y 7 con lentes de hierro manganeso.
Horizonte 6: Mezcla de materiales, matriz 10YR 3.5/1 y 10YR 6/4.
Horizonte 7: Mezcla de materiales, matriz 10YR 6/3 y 10YR 3.5/1.
A los 1.35 metros de profundidad hay concreciones de carbonatos de calcio (barrenado).",true,NA,NA,"Estancia Santa Victorina, Paraje Rincón del Yagurí, Potrero 7. A 3 kilómetros de la confluencia del Yagurí-Miriñay, y a 15 kilómetros al sur del Arroyo Yagurí. Primera Sección, Departamento Curuzú Cuatiá.",NA,NA,NA,-29.853163,-57.676298,Terraza alta,Sabana arbolada. Mesetiforme,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,grado 0,Ñandubay,NA,NA,Corrientes,NA,Ocracualfes vérticos,NA,NA,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 4,clase 2,loma,5.4,34,24,Comunes,franco arcillo arenoso
NA,NA,15.2,20.3,NA,5.79,4.52,NA,12.7,1.3,0.16,1,34.65,0.83,0.12,21.17,24.85,4.1,23.5,12.2,0.6,0.1,NA,NA,NA,NA,NA,NA,5.06,75,NA,NA,34-52,NA,7,NA,8.1,"clsk comunes, finos.",NA,10YR 3/2,10YR 4/2,"Concreciones de hierro manganeso escasas, prominentes.",NA,friable,adhesivo,plástico,prismas compuestos irregulares,gruesos,moderado,Gravillas,B21,Húmedo,31494,claro,suave,NA,6956,C-5,NA,95,NA,no modal,1987-06-14,"Sabana arbolada de Algarrobo, Ñandubay, Sporobolus indicus, Ciperáceas, Paspalum ssp.","Nombre del perfil: Ñandubay o Rincón.
Los horizontes 6 y 7 con lentes de hierro manganeso.
Horizonte 6: Mezcla de materiales, matriz 10YR 3.5/1 y 10YR 6/4.
Horizonte 7: Mezcla de materiales, matriz 10YR 6/3 y 10YR 3.5/1.
A los 1.35 metros de profundidad hay concreciones de carbonatos de calcio (barrenado).",true,NA,NA,"Estancia Santa Victorina, Paraje Rincón del Yagurí, Potrero 7. A 3 kilómetros de la confluencia del Yagurí-Miriñay, y a 15 kilómetros al sur del Arroyo Yagurí. Primera Sección, Departamento Curuzú Cuatiá.",NA,NA,NA,-29.853163,-57.676298,Terraza alta,Sabana arbolada. Mesetiforme,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,grado 0,Ñandubay,NA,NA,Corrientes,NA,Ocracualfes vérticos,NA,NA,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 4,clase 2,loma,5.7,52,34,Escasas,franco arcillo arenoso
NA,NA,16,18.7,NA,6.58,5.41,NA,13.7,1.3,0.18,0.85,27.02,0.69,0.106,21.99,26.68,3.6,31.8,10,0.8,0.1,NA,NA,NA,NA,NA,NA,2.66,85.6,NA,NA,52-75,NA,6.5,NA,8.1,,NA,10YR 3/1,10YR 4.5/2,"Concreciones de hierro manganeso escasas, prominentes.",NA,firme,adhesivo,plástico,bloques angulares,medios,fuerte,Raíces muertas. Gravillas. clsk muy escasos.,B22,Fresco,31495,gradual,suave,NA,6956,C-5,NA,95,NA,no modal,1987-06-14,"Sabana arbolada de Algarrobo, Ñandubay, Sporobolus indicus, Ciperáceas, Paspalum ssp.","Nombre del perfil: Ñandubay o Rincón.
Los horizontes 6 y 7 con lentes de hierro manganeso.
Horizonte 6: Mezcla de materiales, matriz 10YR 3.5/1 y 10YR 6/4.
Horizonte 7: Mezcla de materiales, matriz 10YR 6/3 y 10YR 3.5/1.
A los 1.35 metros de profundidad hay concreciones de carbonatos de calcio (barrenado).",true,NA,NA,"Estancia Santa Victorina, Paraje Rincón del Yagurí, Potrero 7. A 3 kilómetros de la confluencia del Yagurí-Miriñay, y a 15 kilómetros al sur del Arroyo Yagurí. Primera Sección, Departamento Curuzú Cuatiá.",NA,NA,NA,-29.853163,-57.676298,Terraza alta,Sabana arbolada. Mesetiforme,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,grado 0,Ñandubay,NA,NA,Corrientes,NA,Ocracualfes vérticos,NA,NA,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 4,clase 2,loma,6.5,75,52,,franco arcillo arenoso
NA,NA,18.2,18.9,NA,7.53,5.83,NA,15.6,1.4,0.17,1,36.02,0.55,0.08,27.2,29.18,4,19.8,9.8,0.9,0.2,NA,NA,NA,NA,NA,NA,0.67,96.4,NA,NA,75-105,NA,6.9,NA,8.1,,NA,10YR 3.5/1,10YR 5/2,"Concreciones de hierro manganeso escasas, prominentes.",NA,firme,adhesivo,plástico,bloques angulares,medios,moderado,Restos de raíces muertas de leñosas.,B3,Fresco,31496,gradual,suave,NA,6956,C-5,NA,95,NA,no modal,1987-06-14,"Sabana arbolada de Algarrobo, Ñandubay, Sporobolus indicus, Ciperáceas, Paspalum ssp.","Nombre del perfil: Ñandubay o Rincón.
Los horizontes 6 y 7 con lentes de hierro manganeso.
Horizonte 6: Mezcla de materiales, matriz 10YR 3.5/1 y 10YR 6/4.
Horizonte 7: Mezcla de materiales, matriz 10YR 6/3 y 10YR 3.5/1.
A los 1.35 metros de profundidad hay concreciones de carbonatos de calcio (barrenado).",true,NA,NA,"Estancia Santa Victorina, Paraje Rincón del Yagurí, Potrero 7. A 3 kilómetros de la confluencia del Yagurí-Miriñay, y a 15 kilómetros al sur del Arroyo Yagurí. Primera Sección, Departamento Curuzú Cuatiá.",NA,NA,NA,-29.853163,-57.676298,Terraza alta,Sabana arbolada. Mesetiforme,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,grado 0,Ñandubay,NA,NA,Corrientes,NA,Ocracualfes vérticos,NA,NA,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 4,clase 2,loma,7.4,103,75,,franco arcilloso
NA,NA,18.96,19.7,NA,7.41,5.72,NA,16.1,1.4,0.2,1.26,27.45,0.46,0.076,33.31,40.45,3.7,18.2,8.6,0.9,0.7,NA,NA,NA,NA,NA,NA,0.76,96.1,NA,NA,+ 105,NA,6.1,NA,8.1,,NA,10YR 6/3,10YR 7/3,"Concreciones de hierro manganeso escasas, prominentes.",NA,firme,adhesivo,plástico,bloques angulares,medios,moderado,,C,Fresco,31497,,suave,NA,6956,C-5,NA,95,NA,no modal,1987-06-14,"Sabana arbolada de Algarrobo, Ñandubay, Sporobolus indicus, Ciperáceas, Paspalum ssp.","Nombre del perfil: Ñandubay o Rincón.
Los horizontes 6 y 7 con lentes de hierro manganeso.
Horizonte 6: Mezcla de materiales, matriz 10YR 3.5/1 y 10YR 6/4.
Horizonte 7: Mezcla de materiales, matriz 10YR 6/3 y 10YR 3.5/1.
A los 1.35 metros de profundidad hay concreciones de carbonatos de calcio (barrenado).",true,NA,NA,"Estancia Santa Victorina, Paraje Rincón del Yagurí, Potrero 7. A 3 kilómetros de la confluencia del Yagurí-Miriñay, y a 15 kilómetros al sur del Arroyo Yagurí. Primera Sección, Departamento Curuzú Cuatiá.",NA,NA,NA,-29.853163,-57.676298,Terraza alta,Sabana arbolada. Mesetiforme,NA,"fresco, húmedo",no uniforme,ligera,hídrica,NA,grado 0,Ñandubay,NA,NA,Corrientes,NA,Ocracualfes vérticos,NA,NA,clase 0,ganadero,normal,lenta,lento,0 - 1%,clase 4,clase 2,loma,7.4,NA,103,,franco arcilloso
18852,15.05,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,6.7,4,0.31,NA,10.5,9.4,28,22.4,5.5,0.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 YR 2/2,10 YR 3/2,NA,suelto,,ligeramente adhesivo,ligeramente plástico,granular,NA,NA,NA,A111r,NA,17622,gradual,NA,NA,3896,605/43,NA,NA,Acumulaciones glaciales de rodados y materiales sedimentados finos,no modal,1959-02-28,Coirón exclusivamente,"Drenaje: bueno
Pedreg: superficial:no (solo algunos bloques)
Pendiente: muy variable
Aspecto: ondulado (formas suaves)
Raíes: abundantes hasta los 57cm
Erosión: no se observa
Permeab: buena
Hz.A111r: turboso, muchas raíces, muy pocos rodados (5%)
Hz.A12: muchas raíces, 20% rodados
Hz.AC: más de 80% de rodados, bastantes raíces
Hz.C1g: mas de 90% de rodados, rodados de 5cm, moteados rojos en vetas
Hz.C2g: moteados gley, manchas negras y rojas ferruginosas",true,NA,NA,"km 195 ruta 293, entre Glencross y El Turbio. A 24km al NW de estancia Glencross",NA,NA,NA,-51.863023,-71.875,Colinas de origen glacial (morrenas modif. por erosión fluvial),Convexo,NA,"seco, fresco",NA,NA,NA,NA,NA,Perfil n° 605/43,NA,NA,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,23,0,NA,franco
18853,15.95,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,15.55,2.04,0.1,NA,8.15,16.6,20.5,16.35,9.35,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 YR 3/2,10 YR 3/3,NA,,friable,ligeramente adhesivo,plástico,granular,NA,NA,NA,A12,NA,17623,gradual,NA,NA,3896,605/43,NA,NA,Acumulaciones glaciales de rodados y materiales sedimentados finos,no modal,1959-02-28,Coirón exclusivamente,"Drenaje: bueno
Pedreg: superficial:no (solo algunos bloques)
Pendiente: muy variable
Aspecto: ondulado (formas suaves)
Raíes: abundantes hasta los 57cm
Erosión: no se observa
Permeab: buena
Hz.A111r: turboso, muchas raíces, muy pocos rodados (5%)
Hz.A12: muchas raíces, 20% rodados
Hz.AC: más de 80% de rodados, bastantes raíces
Hz.C1g: mas de 90% de rodados, rodados de 5cm, moteados rojos en vetas
Hz.C2g: moteados gley, manchas negras y rojas ferruginosas",true,NA,NA,"km 195 ruta 293, entre Glencross y El Turbio. A 24km al NW de estancia Glencross",NA,NA,NA,-51.863023,-71.875,Colinas de origen glacial (morrenas modif. por erosión fluvial),Convexo,NA,"seco, fresco",NA,NA,NA,NA,NA,Perfil n° 605/43,NA,NA,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,31,23,NA,franco
18854,12.45,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,12.65,0.69,0.05,NA,21.95,12.85,22.4,8.25,8.25,5.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 YR 4/2,10 YR 4/3,NA,,friable,no adhesivo,ligeramente plástico,granular,NA,NA,NA,AC,NA,17624,claro,NA,NA,3896,605/43,NA,NA,Acumulaciones glaciales de rodados y materiales sedimentados finos,no modal,1959-02-28,Coirón exclusivamente,"Drenaje: bueno
Pedreg: superficial:no (solo algunos bloques)
Pendiente: muy variable
Aspecto: ondulado (formas suaves)
Raíes: abundantes hasta los 57cm
Erosión: no se observa
Permeab: buena
Hz.A111r: turboso, muchas raíces, muy pocos rodados (5%)
Hz.A12: muchas raíces, 20% rodados
Hz.AC: más de 80% de rodados, bastantes raíces
Hz.C1g: mas de 90% de rodados, rodados de 5cm, moteados rojos en vetas
Hz.C2g: moteados gley, manchas negras y rojas ferruginosas",true,NA,NA,"km 195 ruta 293, entre Glencross y El Turbio. A 24km al NW de estancia Glencross",NA,NA,NA,-51.863023,-71.875,Colinas de origen glacial (morrenas modif. por erosión fluvial),Convexo,NA,"seco, fresco",NA,NA,NA,NA,NA,Perfil n° 605/43,NA,NA,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,57,31,NA,franco
18855,10.9,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,10.45,0.29,0.02,NA,16.85,23.85,15.55,12.35,12.35,5.95,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5 YR 572,2.5YR 6/2,NA,,friable,no adhesivo,ligeramente plástico,granular,NA,NA,NA,C1g,NA,17625,gradual,NA,NA,3896,605/43,NA,NA,Acumulaciones glaciales de rodados y materiales sedimentados finos,no modal,1959-02-28,Coirón exclusivamente,"Drenaje: bueno
Pedreg: superficial:no (solo algunos bloques)
Pendiente: muy variable
Aspecto: ondulado (formas suaves)
Raíes: abundantes hasta los 57cm
Erosión: no se observa
Permeab: buena
Hz.A111r: turboso, muchas raíces, muy pocos rodados (5%)
Hz.A12: muchas raíces, 20% rodados
Hz.AC: más de 80% de rodados, bastantes raíces
Hz.C1g: mas de 90% de rodados, rodados de 5cm, moteados rojos en vetas
Hz.C2g: moteados gley, manchas negras y rojas ferruginosas",true,NA,NA,"km 195 ruta 293, entre Glencross y El Turbio. A 24km al NW de estancia Glencross",NA,NA,NA,-51.863023,-71.875,Colinas de origen glacial (morrenas modif. por erosión fluvial),Convexo,NA,"seco, fresco",NA,NA,NA,NA,NA,Perfil n° 605/43,NA,NA,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,85,57,NA,franco
18856,13.3,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,23.85,25.3,15.2,7.3,7.3,3.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,con manchas rojizas,2.5YR 6/2,NA,,friable,muy adhesivo,plástico,masiva,NA,NA,NA,C2g,NA,17626,,NA,NA,3896,605/43,NA,NA,Acumulaciones glaciales de rodados y materiales sedimentados finos,no modal,1959-02-28,Coirón exclusivamente,"Drenaje: bueno
Pedreg: superficial:no (solo algunos bloques)
Pendiente: muy variable
Aspecto: ondulado (formas suaves)
Raíes: abundantes hasta los 57cm
Erosión: no se observa
Permeab: buena
Hz.A111r: turboso, muchas raíces, muy pocos rodados (5%)
Hz.A12: muchas raíces, 20% rodados
Hz.AC: más de 80% de rodados, bastantes raíces
Hz.C1g: mas de 90% de rodados, rodados de 5cm, moteados rojos en vetas
Hz.C2g: moteados gley, manchas negras y rojas ferruginosas",true,NA,NA,"km 195 ruta 293, entre Glencross y El Turbio. A 24km al NW de estancia Glencross",NA,NA,NA,-51.863023,-71.875,Colinas de origen glacial (morrenas modif. por erosión fluvial),Convexo,NA,"seco, fresco",NA,NA,NA,NA,NA,Perfil n° 605/43,NA,NA,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,107,87,NA,franco arcilloso
